movie_title,reviewer,review,rating_given
Sound of Freedom,Wuchak,"**_Sorta “Taken 4,” but starring Jim Caviezel and focusing on children enslaved by sex traffickers_**

A Homeland Security agent (Caviezel) in SoCal tracks down people involved in child pornography, but he decides to leave the agency to save children trapped in sex slavery, starting with a little boy from Honduras. He teams-up with a former cartel accountant (Bill Camp) to track down the kid’s sister in which he must eventually infiltrate a camp of Columbian revolutionaries in the Amazon jungle.

Made in 2018 but not released until 2023, “Sound of Freedom” is based on the real-life story of Tim Ballard, the founder of Operation Underground Railroad (O.U.R.). It features actual footage of children being captured by slavers on CCTV. Imagine a more gritty-realistic version of the “Taken” movies, with Liam being replaced by Caviezel, and that’s this film.

This is a well-done, eye-opening picture about the perverted human cockroaches amongst us, but it isn’t entertaining in the conventional sense for obvious reasons. It amusingly became anathema to Lefties, also for obvious reasons.      

The flick runs 2 hours, 11 minutes, and was shot in Cartagena, Colombia with additional scenes done in Calexico, California.

GRADE: B-",6.0
Sound of Freedom,CinemaSerf,"Though at times I felt luck played a bit too much of an hand in this drama, it's still quite a potent telling of the story of dedicated real-life agent Tim Ballard (Jim Caviezel) who spent much of his time working for the US Government trying to thwart the activities of people traffickers. More specifically, of those odious and venal monsters who kidnap and trade in young children who are destined to populate the sex industry and end up drug addicts and diseased in the process. When he rescues a young boy from such a scenario, he discovers that his sister was also taken - and the youngster and his father implore Ballard to try to find her too. Impossible, you might think - but a lucky break points in the direction of a lawless area of the Colombian jungle where even the local army doesn't go. Working closely with a man with quite a murky past and now his highly useful general factotum Vampiro (Bill Camp), they head off, disguised as doctors, into the wilderness. Can he locate her? Can he rescue her and get out alive? No, there's not oodles of jeopardy about any of that - but this film really does use this seemingly impossible mission to shine a light on these disgusting practices that still thrive in ostensibly civilised, Christian societies. Cavielzel is on good form here offering us an hybrid of adventure and action coupled with a highly developed moral compass. Camp, likewise, delivers quite a charismatic effort and local copper Jorge (Javier Godino) adds an extra dimension proving that the Colombian authorities found this practice just as revolting as anyone else. It's not brutal nor particularly graphic, it just allows our own imagination to put two and two together here and is a really effective indictment of a behaviour that truly turns the stomach. From a creative perspective, the photography - especially in the jungle - is first rate and all-in-all this is a thought provoking enterprise that's well worth two hours of your time.",7.0
Sound of Freedom,Chandler Danier,Seems like the guy combined a bunch of characters into a glorified version of himself. Unfortunately his puff-piece is boring. I know I am supposed to be disgusted by the pedos but everyone is disgusting. Below-standard revenge action/thriller movie with bloated run time. More like Sound of Boredumb.,4.0
Sound of Freedom,ARGMAN,"a very noble idea, mediocrely made.",6.0
Lisa Frankenstein,Manuel São Bento,"FULL SPOILER-FREE REVIEW @ https://fandomwire.com/lisa-frankenstein-review-theres-no-middle-ground/

""Lisa Frankenstein marks my first disappointment of the year.

The youthful cast wholeheartedly embraces their campy roles, infusing deliberately exaggerated emotions and expressiveness for an evening of light entertainment with the promised levels of blood and 'macabreness'.

Sadly, the screenplay lacks the same commitment to the absurd, resulting in tonal and thematic inconsistencies throughout a narrative less imaginative than anticipated. The ensuing indifference and uncertainty regarding the film's point and message leave a bittersweet taste...""

Rating: C",5.0
Lisa Frankenstein,BornKnight,"Horror-Comedy (not the opposite) directed by Zelda Willians in her full feature film, and written by Diablo Cody (Juno, Jennifer's Body) that tells the story of a grief stricken teenager who had her mother slaughtered, and lives now with an abusive mother-in-law and a lovely sister-in-law.

Kathryn Newton as Lisa is perfect for her role.

Stigmatized by her past and actions the is the black swan of the school, and passes a lot of time in a old cemetery (watch the credits animation closely) of the 19th century on a tomb of another teenager that died with a green lighting into 1837.

The movie emulates the 80's teenage romance-comedies (it passes in 89), in a light way till a certain previsible point - for sure it isn't as sugary as you may think to those who wonder. And have an unsuspected ending. 

I think it was worth for some laughs on a weekend night - I score it 6,6 out of 10,0 / B for the fun.",7.0
Lisa Frankenstein,CinemaSerf,"""Lisa"" (Kathryn Newton) is a bit of a loner who lives in one of those second families where her rather feeble dad (Joe Chrest) has married the rather vain and odious ""Janet"" (Carla Gugino) who has a friendly daughter ""Taffy"" (Liza Soberano). At school, she has taken a shine to floppy-haired heart-throb ""Michael"" (Henry Einkenberry) and he seems to be a little interested too. Might romance blossom? Suddenly a lightening strike changes everything. The long-dead occupant of a grave she habitually sits beside when she is reading (Cole Sprouse) is electronically reinvigorated and finds his way into her home, her wardrobe and now, as with ""ET"", she has her own secret creature in the closet. Thing is, there are bits of her new friend missing - his ear, his tongue, his hand (that's not a comprehensive list!) - so the ensuing escapades mix science with comedy and some good old doses of vengeance as they try to restore him to his former, piano playing, glory. It could have been much more fun, this, if it had committed to the audience one way or the other. It's clearly gone for a wide appeal and so compromised on the darkness and adult nature of the humour. Many of the scenarios - especially at the the rather brutal and eye-watering conclusion, could have worked so much better had Zelda Williams aimed the movie more at those who could appreciate the dark comedy rather than dilute it down to something akin to a frat-comedy. It's better than I was expecting, and Newton does fine as the film progresses, it's just a shame it didn't really know were to go or who it was for.",6.0
Lisa Frankenstein,r96sk,"There are glimpses of goodness, though so short they don't hide the film's frailties.

<em>'Lisa Frankenstein'</em> is, in my opinion, a disappointment. I can kinda see what they were going for and at times I could appreciate it, but all in all it doesn't really work for me. I will say the pacing isn't actually that bad, the film went by relatively quickly. The two big weaknesses to me were the dialogue and simply the story in general, both are rather quite dull... if they weren't, I may have enjoyed this.

The cast are one of the film's more positive features. I like Kathryn Newton, I remember thinking she was great in the similarly underwhelming <em>'<a href=""https://letterboxd.com/film/freaky/"" rel=""nofollow"">Freaky</a>'</em> from 2020, and she does try with what she's got to work with here. Carla Gugino is possibly the standout, I would've liked to have seen more of her. Liza Soberano is alright, while Joe Chrest plays a literal continuation of his Ted Wheeler.

I will say that I felt the film did slightly improve towards the end, just not enough for me to say that I had a good time watching it unfortunately. I got to see this in <em><a href=""https://letterboxd.com/r96sk/list/watched-in-an-empty-cinema/"" rel=""nofollow"">an empty cinema</a></em>, which is always nice. I see this got released basically a month ago everywhere else, wonder why the UK got it so late. I guess as there seemingly aren't as many films out right now due to that sandworm movie <a href=""https://letterboxd.com/film/dune-part-two/"" rel=""nofollow"">thingy</a> taking over? Who knows.",5.0
Upgraded,Manuel São Bento,"FULL SPOILER-FREE REVIEW @ https://fandomwire.com/upgraded-review-a-ridiculously-inconsequential/

""Upgraded could have been an inoffensively formulaic, forgettable rom-com that borrows from hundreds of other similar movies, but the frustratingly simplistic conclusion with terrible messaging - basically conveying the idea that lying has no negative consequences, quite the opposite - ruins the hopes of a recommendation for fans of the genre.

A predictable story from the first second without an ounce of creativity and with a complacent resolution to all the protagonist's problems. Camila Mendes and Marisa Tomei deserve more than the worst film of 2024 to date.""

Rating: D-",2.0
The Bricklayer,MovieGuys,"Basic but serviceable action flick with the usual cast of cliched US ""good guys"" vs your standard fare villains.This films not going to set the world on fire but its not dreadful, either. Pacing is decent and acting is okay.

In summary, if you like the occasional simple, exposition driven action flick, this is worth a look.",6.0
The Bricklayer,Chandler Danier,"Woooooooow. Cheap, cheap, cheap thrills. Bricklayer does this one knee slide at one point - kick ass. Kate shoots through him at guy speeding away on motor bike, Bricklayer doesn't even flinch. Bricklayer rules. Amazing. Thanks, team.",10.0
The Bricklayer,pimpskitters,"This light on action abomination, posing as an action movie, is dumber than a bag of bricklayers. They actually shoe horn in him being a bricklayer, who brings his brick tools on cia missions, and he actually gets to use his trowel to find some secrete crap in a wall, oops, i mean, spoiler alert. Oh, and he really loves jazz, cause hes sophisticated, despite being a dumb fuck bricklayer. Contrived would be generous. Shakey-cam cut-frenzy horse shit action, check, chauvinistic writing for the lady, check, 80 percent of the movie shot reverse shot conversations in a nondescript room, check. Production levels are around the low tier network tv show area, think seal team and that sort of trash.",2.0
The Iron Claw,Manuel São Bento,"FULL SPOILER-FREE REVIEW @ https://www.firstshowing.net/2023/review-sean-durkins-the-iron-claw-turns-passion-into-obsession/

""The Iron Claw offers a compelling exploration of how strong passion can mutate into an unhealthy obsession and its impact on a legendary family, highly elevated by powerful, committed performances.

Despite some questionable inaccuracies and omissions that punctuate the narrative, Sean Durkin is able to encourage reflection on the delicate balance between success and tragedy in pursuing a family legacy.

Well-executed wrestling sequences bring some entertainment value to the big screen, but the profoundly sad story at the core of this film makes it an overall tough watch.""

Rating: B",7.0
The Iron Claw,r96sk,"<em>'The Iron Claw'</em> is quite the depressing watch!

A lot of the story you can see coming from a decent ways away, even for someone like me who previously knew nothing about this family, but that only adds to the tinge of sadness that is present in the film from pretty much the get-go. The film does a grand job at making sure that events onscreen move along at a good pace, especially as some parts could've (but don't) felt repetitive if told differently.

There's an excellent showing from Zac Efron in this, such a great performance from that man. I also appreciated Holt McCallany, as well as the likes of Jeremy Allen White and Harris Dickinson. The Von Erich family are portrayed well, though it is a shame that I read that they left out brother Chris - I do get the reasoning as to why, but I feel like they should've found a way to at least acknowledge his existence.

All things considered, though, this 2023 release is tremendous. Highly recommended.",9.0
The Iron Claw,CinemaSerf,"Oh well, looks like I might be in the minority here - but what is all the fuss about? A domineering patriarch (Holt McCallany) is determined that all four of his sons will succeed in a wrestling ring where he didn't. His sons ""Kevin"" (Zac Efron) and ""David"" (Harrison Dicksinson) are destined to work for a shot at the world title, ""Kerry"" (Jeremy Allen White) for Olympic glory and finally ""Mike"" (Stanley Simons) - the more creative, musically minded, one brings up the rear. President Jimmy Carter and the Soviet invasion of Afghanistan puts paid to the Olympic ambitions and so now the three siblings can work together to climb the rankings in Texas and maybe earn a shot at the world title. Meantime, plastic Zac falls in love with Pam (Lily James) and it's at their wedding that Kevin discovers his dad's favourite (David) might not be doing so well. Tragedy ensues, indeed an whole slew of tragedies follow the Von Erich family as their dogged pursuit of glory causes the family to reel from one disaster to another - without anyone seeming to learn from it! Now as family dramas go, it's a sad story - no doubt about that. As a piece of cinema, it merely marries a fairly mediocre script with living proof that the spirit of method acting is alive and well. Certainly these men have put their bodies through the mill, and the fight scenes do impress - but none of the rest of it looks or feels real. Their characters are under-cooked, the dynamic between the boys and the parents, their mother (Maura Tierney) especially, is scarcely addressed and by the time we reach the historically accurate conclusion, I found myself completely devoid of sympathy or empathy for a family that had no grasp of what was important. There's a touching line at the end about brotherhood, but it was all just too little too late in a story of obsession and ambition that just didn't engage me at all.",6.0
Turning Red,garethmb,"The digital animation geniuses at Pixar are back with “Turning Red” and it marks a departure for the studio known for the “Toy Story” and “Cars”, franchises.

Set in 1990s Toronto, the film centers around 8th grader Mei (Rosalie Chiang), who considers herself an adult at 13 and eagerly applies herself to school when she is not helping her family tour business at a local Temple or hanging with her friends.

Life comes crashing to a halt when after a traumatic day of embarrassment; Mei awakens in the form of a large Red Panda. In a panic, Mei attempts to hide her situation which causes her over-protective mother to assume it is Puberty related and that her hormones are kicking in.

Mei desperately wants to get her life back to normal and learns that as long as she is calm her Panda is under control. However, this proves to be harder than expected and soon Mei learns that the Panda is the result of a family bloodline but there is a way to end it during a Lunar ceremony in a couple of weeks.

Chaos soon follows as Mei struggles with her situation and must find a way to cope with the changes that are going on and make some very important decisions about her life and her future.

The film is a difficult one to review for me as never having been a teenage girl dealing with puberty, raging estrogen, and the issues that go with it.  That being said the film struggles to find a balance as it tacks on the capers of Mei in Panda form without being overly funny or charming and keeps the focus on Teen Angst, puberty-related issues and becoming an adult.

The film lacks the interesting characters, charm, and appeal that have set the foundation for so many Pixar films and it is surprising that a company that can elicit a range of emotions in an animated short fail to really connect with their latest feature. There were some amusing parts but the film as a whole was rather dull and lacked much in the way of humor and was very predictable.

The decision to put the film directly on Disney+ as the studio’s recent “Soul” and “Luca” was raised some controversy but in the end, I do believe it was the right decision as “Turning Red” is not likely to be a film that draws people to the cinema beyond the opening weekend.

It is a film that is a bold step for the company, but one that lacks the charm and humor of previous films as not everyone is going to want to sit through a feature-length film on teenage angst and dealing with changing bodies and the emotional turmoil that follows.  However, the target audience is likely to connect with the characters and it will be interesting to see what the reaction to the film is long-term.

3 stars out of 5

“Turning Red” will debut on Disney+ on March 11th",
Turning Red,Manuel São Bento,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/turning-red-spoiler-free-review

""Turning Red is undoubtedly the riskiest, possibly the most divisive work in Pixar history. Without any remorse or restraint, Domee Shi and Julia Cho unapologetically approach the sensitive topic of (female) puberty in a quite shocking, positively impactful manner.

A narrative that unquestionably explores the hormonal, emotional, and sexual developments of its characters, conveying a message of self-acceptance and understanding of human evolution through its metaphors loaded with youthful excitement.

With the well-known technical attributes from the successful studio, this film will serve as an essential companion for all pre-teens who will deal with or are going through this inevitable and ""inconvenient"" phase of life.

One of the best movies of the year until this day.""

Rating: A-",8.0
Turning Red,r96sk,"Well worth a watch, this.

<em>'Turning Red'</em> is a very good flick from Disney/Pixar. It's different in a way, I wasn't sure how it was going to turn out based on the first few minutes but by the end it provides the required and expected amount of entertainment and meaning.

The voice cast are excellent, I have no faults with them. Rosalie Chiang gives a performance full of energy in the lead role, while Sandra Oh puts in a strong display alongside Chiang. The rest of them are good too, as I also recognised James Hong and Lori Tan Chinn. Us UK viewers also have the bonus of a small role for Anne-Marie.",8.0
Turning Red,Daks88,Kinda boring,5.0
Turning Red,SpotaMovie.com,"Full Analysis at Spotamovie.com - **Intro** - Pixar’s movies usually have great insights, and even with Turning Red, they provided us with meaningful messages to help our children and us grow our personalities and mindset. - **The Story** - Meilin is an energetic teenager ready to walk into the grown-up world. However, she needs to wear a mask when she is with her parents and another one when she is at school and with her friends. The risk to disappoint her family is too big for Meilin. But something unexpected will happen. Meilin’s life will change drastically because of a secret that lives within her family. When Meilin can’t control her emotions, a new version of herself will appear. But can you hold your feelings? - **Full Analysis and Explanation at** https://www.spotamovie.com/turning-red-review-and-explanation-critic-post-movie-disney-movie-2022",9.0
Turning Red,Tatsky,"Really going to put people on blast for somehow not being able to relate to a movie with themes of controlling parents, puberty emotions, and body image just because it’s in the coat of 13 year old tween Asian angst, shouldn’t the fact that it’s more specific actually be more relatable if you have empathy?
Broke down at the theme of ""never being good enough for parents"", them having their ideas of my future vs. my own. Great music, best animation from Pixar in a while, super expressive.",8.0
Turning Red,CinemaSerf,"This has quite a fun premiss but I guess I'm just the wrong demographic because I really struggled to get through it. ""Meilin"" is a thirteen year old girl going through the usual teenage angst sort of stuff - only, when she gets agitated she morphs into a giant panda. A red one. Her mother ""Ming"" is a bit over-protective and when her daughter announces that she wants to go and see a boy-band concert with her friends, a war of wills ensues. It soon turns out that these transformation skills run in the family, and huge great angry pandas are not to be messed with. The animation is fine and Eilish/O'Connell have written some fitting, if hardly their most memorable, numbers, but it is just too long and the theme recycles itself once too often for my old eyes. Colourful enough, but for me it just re-emphasised why I am very, very, glad I am no longer 13! (or even 31!)",6.0
Turning Red,akshatjain7573,It is great!!,8.0
Turning Red,Robert “Robbie” Grawey,"Animation that makes me feel alive!! Right up there with Monsters Inc. for the funniest Pixar movie. It balances its tone well, the characters and world it builds are so much fun while still managing to hit emotional beats with ease. Films exploring generational trauma and emotional/personal repression are apparently my jam? Top-tier.",
Turning Red,RoseSkull94,"A beautifully animated movie that touches on real issues like parental pressure, coming of age, friendships, and most importantly...learning who you truly are and accepting all of you. The good and the bad.",7.0
Turning Red,Filipe Manuel Neto,"**Pixar discovered anime and is looking to conquer the eastern box office.**

I had some expectations regarding this film. I don't know exactly what I expected, but I think everyone will understand if I say that the film is signed by Disney and Pixar, two studios with an enviable track record of successes. However, as soon as the film ended, I felt that I wasn't exactly the target audience for this film: male, over thirty, European, with little connection with pop culture or the anime world.

The film follows a young teenager, daughter of Chinese parents, in a somewhat cathartic experience in which she transforms into a friendly red panda. The film focuses on this transformation and turns it into a metaphor for a transformation called puberty, a discovery of one's own individuality and autonomy, particularly with regard to the relationship with one's parents.

The film is good, but the theme is… complicated. If it is absolutely true that most teenage girls will see themselves in some of the adventures that Mei experiences, it is no less true that many parents and guardians will face the topic with discomfort and raise some objections regarding a certain “apology of rebellion” that the film suggests. On a positive note, it was the first time I saw an animated film aimed at young audiences that addressed menstruation bluntly. The dialogues continue to insist, however, on that stereotype of the panicking teenager and the mother disturbed by the moment and insisting that, now, her daughter is a woman. This is stupid and conveys inaccurate ideas: a woman is a woman from before birth, from a biological point of view, and becomes a woman from a psychological and social point of view long after her first menstruation, when she begins to be old enough and mature enough to make their own decisions (the same applies to men, with the necessary reservations). In addition to these problems, the plot seems a little incipient to me, following paths that are quite obvious, opting for predictable solutions and creating basic characters. I could even talk about the amount of stereotypes about Chinese and Orientals present in this film… but do I need to talk about that?

The best thing about the film is the animations and the extraordinary quality of the drawings and effects. Pixar does not miss the opportunity to defend its credits and reputation in digital animation and offers us a feast for the eyes, with a realism and attention to detail that is difficult to overcome and that makes us think about the way technology has evolved in just a few years: “Toy Story” isn’t even thirty years old yet, and it already seems a little dated! Just one problem: I'm not a fan of anime at all. I think it's a very stylized, excessive, exaggerated type of animation. Unfortunately, this film adopts too many elements that are imported from the anime. Look at the eyes, the exaggeratedly large mouths, the sudden changes in the characters' poses or attitudes... you can't have one foot in two worlds at the same time.",6.0
The Inventor,Manuel São Bento,"FULL SPOILER-FREE REVIEW @ https://fandomwire.com/the-inventor-review-too-generic-yet-still-satisfying/

""The Inventor cannot escape its script's creative limitations and generic messages, but it remains a somewhat interesting viewing, full of humorous moments and pure audiovisual beauty.

The fantastic stop-motion animation stands out, but the 2D sequences are just as, if not more, captivating. Alex Mandel's score is crucial to the film's entertainment levels, along with the vocal performances of the cast, especially Stephen Fry as Leonardo da Vinci.

Apart from a few more sound mixing problems, Jim Capobianco doesn't disappoint, but I'll be waiting for a deeper, more memorable sophomore feature film.""

Rating: B-",6.0
The Inventor,CinemaSerf,"I was quite nervous at the start here when I saw how many production companies were involved - it looked like a recipe for a mess. Well it isn't. It's certainly an amalgam of animated styles featuring everything from flat 2-D drawing to complex technical sketching and some stop-motion characterisations that really worked quite quirkily. It's the briefest of potted histories of the life of Leonardo da Vinci. We start in Rome where his sponsor - Cardinal de Medici - is constantly firefighting for him with Pope Leo X who wants him to do something a little more useful, and not dissect dead bodies in the middle of the night! It's that latter habit that sees him flee to the relative safety of King Francis I of France. The King wants the maestro to build him a castle, or a new city, or some fancy weapons - or probably all of the above. Leonardo doesn't really react well to commissions though, and soon his new benefactor is also beginning to lose his patience. Luckily, he has the princess Marguerite in his corner, and gradually the grudging support of their mother, the Queen. It can look a bit disjointed at times, the art is frequently quite contrasting - but that just makes the whole proposition a little more interesting and innovative. The drawings reminded me a little of the opening titles to Tom Riley's ""Da Vinci's Demons"" television drama - and the narrative emphasises quite engagingly the visionary nature of a man who quite literally walked a fine line between science, religion and a bonfire! It's probably twenty minutes too long, but once we get going there is plenty of imaginative action to keep it watchable.",7.0
Past Lives,Brent Marchant,"As the son of parents who were childhood sweethearts/soul mates, I tend to be a sucker for movie romances that address this subject. In this case, however, the only “sucker” aspect applies to the money I plunked down to watch this two-hour snoozefest. Writer-director Celine Song’s debut feature has been praised as a masterful piece of filmmaking and one of the best pictures of 2023, but I heartily beg to disagree. When a pair of young, tightly knit Korean friends, Nora (Greta Lee) and Hae Sung (Teo Yoo), part ways from their native Seoul and are later reunited in New York after a 24-year separation, the reunion of these childhood pals provides them with an opportunity to reflect on what might have been. However, their time together consists mostly of a series of overly bloated pregnant pauses, inane dialogue and missed chances to discuss much of anything meaningful, the kinds of scenes that make even the most patient viewers want to yell “Get on with it already!” These “conversations” come nowhere close to matching their joy of their spirited youthful interactions or the heartfelt, substantive talks that later take place between Nora and her husband, Arthur (John Magaro). The result is, quite frankly, a big fat bore that’s trying to be more than it is but never achieves that outcome. Perhaps the biggest problem with this is the film’s truly sincere but decidedly paper thin narrative that doesn’t have the writing support to bring it all into beautiful full bloom, despite some fine performances, exquisite cinematography and an emotive background score. From this, the director would appear to have a hefty reserve of potential stashed away, at least based on this offering’s stylistic elements, but the substance could use some definite shoring up. Let’s hope her next effort lives up to that.",4.0
Past Lives,badelf,"Wow. For a director, Celine Song, just coming out of the gate, this is quite an impressive film. The lead actress, Greta Lee, fit the role like a soft leather glove, which speaks volumes, both for her talent, and for Song's casting. Lee's Hollywood Critics Association Best Actress award is well-deserved.

Song wrote an excellent screenplay, and her direction turned it into a stunning film. Kudos to A24 for taking a chance on her. I presume they are happy with the outcome. It's rather interestingly paced in a Buddhist or Asian kind of way - slow, meditative, and more is shown than is said. Overall, it's not a perfect film, but it's close.

This isn't precisely a coming-of-age movie, but the plot revolves around that (perhaps even more difficult,) developing period between the ages of 20 and mid-30s. I've held a long-standing belief that our life chapters change every seven years. You know: there are seven chakras, seven days in a week, the Seven Sisters (Pleiades), or whichever mystical seven you'd like. Over the course of three of these ""theoretical"" chapters, this movie focuses on two relationships in the protagonist's life, from roughly twenty-one (7*3) to approximately forty-two (7*6). She was married at about the time of a chapter shift (7*5), as if to validate my weird belief. In my world, it all makes sense.


This movie is certainly somewhat autobiographical, even by Song's own admission. It will be added to my Directors About Themselves list. I can't wait to see Celine's next project!",9.0
Past Lives,CinemaSerf,"""Na Young"" (Moon Seung-ah) and her best pal ""Hae Sung"" (Leem Seung-min) are pretty much joined at the hip at school. They do everything together. That is, until her family decide that they are going to emigrate to Canada. The young lad is a bit bereft, he doesn't really understand and he certainly doesn't approve! Anyway, off they go and after quite an hiatus, she discovers that he had tried to get in touch previously and so she now gets in contact. Now called ""Nora"" (and played by Greta Lee), she has married ""Arthur"" (John Magaro) and moved to NYC, but as they continue to chat online they gradually rebuild their friendship so that a visit from Korea to the USA seems the natural next step. What now ensues are a poignantly constructed series of reminiscences that extol the virtues and innocence of their childhoods but also illustrate how different they have become - even while the underlying bedrock of her relationship with him (and, for that matter with her husband) is probably just as solid - though not in quite the same way. There's a bit of pining, a bit of regret - but the film also fairly optimistically looks at where their lives have got to, and also of where their lives have yet to go. The acting isn't really much to write home about, though Magaro delivers well as the gooseberry. He doesn't speak much Korean and so the chats with their visitor frequently leave him in a sort of nervous, but polite, limbo. There are a few films around just now that focus on reconciliation of those separated by migration when South East Asia was still recovering from post war/French colonial rule - and this one is certainly one of the more interesting and honest. It's not without the odd bit of humour either - and is well worth a gander.",7.0
Past Lives,BornKnight,"An american A24 very adult romance and drama movie that gets in you little by little, slow burning with a gentle flame and involves more than just love, but personal choices and fate too.

Compared to a lot of romances this one is very real, and tells the story of two korean child, that lives closely together in their 12yo in sort of a ""proto-date"" till she emigrate to Canada and then US, already searching better changes at what she planned to do as a job (writing).

Jump 12 years later accidentally she discovers that he was looking for her, and they start to chat online together, and the old fire starts to ignite again... till the day she says with a broken heart that because neither of them can see each other too soon and because she need to focus on her work they should to stop talking for a while.

A while that passes in another 12 years and she gets on her life in America even marrying another writer aspirant while he gets a girlfriend. Then he decides to come visit her in NYC (that's shown in the very start (2min) of the movie, watch closely for the details in expressions that this tells so much) .

A great strat for Celine Song at her debut on the big screen (as director and screenplay) and great performance of Greta Lee.

An 9.5 out of 10.0 / A+ for me - most real than 80% of the ommances that you see around. Got a nomination for Academy on original screenplay and best Movie but should get more categories imo.",10.0
Concrete Utopia,Brent Marchant,"When everything falls apart, it’s hard to know what will happen, especially in relations between survivors. Will mankind pull together to promote the uncertain continuation of the species, or is it a case of every man for himself? In this South Korean disaster film about what happens when a massive (and unexplained, not to mention highly improbable) earthquake destroys all of Seoul (and beyond apparently), except for one high-rise apartment building whose residents must decide whether to save only themselves or attempt to help displaced outsiders, despite a crucial lack of resources. What follows is essentially an apocalyptic retelling of The Lord of the Flies, with occasional back story flashes in the vein of television’s Lost. However, the film’s modestly engaging psychological thriller aspects aside, much of the narrative consists of a string of predictable (and not especially original) episodic incidents, most of which consist of various factions battling one another to become the prevailing alpha dogs. It’s not something we haven’t already seen many times before. What’s more, there’s precious little in the script to make viewers want to care about these people, primarily because of its tepid character development and an overreliance on recurring conflict (yawn). Add to that obvious and heavy-handed stabs at metaphorical geopolitical symbolism, erratic shifts in overall tone (particularly in the film’s first half), and a handful of feeble attempts at comic relief, and you’ve got a picture in need of serious retooling. It’s indeed puzzling to see the many accolades that have been so generously lavished on writer-director Tae-hwa Eom’s third feature outing in light of the project’s pervasive failings. But, beyond its imposing special effects and an impressive production design, there’s not much here to write home about. Wait for this one to come to home media if you’re really interested in sitting through this overlong slog.",5.0
Luca,garethmb,"The artists at Disney and Pixar have returned with a new animated film “Luca” which will debut on Disney+ on June 18th.

The film introduces audiences to Luca (Jacob Tremblay); a young Sea Monster who lives with his family and fellow fish off the coast of a small town in Italy. Luca is warned not to go on the surface and to avoid humans at all costs by his parents.

When a rebellious Sea Monster named Alberto (Jack Dylan Grazer); happens upon Luca and gets him to the surface; Luca discovers that he and Alberto appear as human boys when their skin is no longer wet.

Fascinated by the rebellious life Alberto leads and amazed by what he sees upon his brief land excursions; Luca looks for new ways to find time on the surface which leads to him being more and more deceptive to his parents.

In time Luca and Alberto head to the village and meet a spunky local girl named Giulia (Emma Berman); who is on a break from school and longs to win a local race in order to get back at the reigning champion and bully.

Luca and Alberto see the race as a chance to win money to buy their own Vespa which they see as the key to exploring the surface world which sets a chain of events into motion as their two worlds are about to collide leading up to the race.

The film is visually appealing, but the story for me dragged and did not have the spark and heart that have made countless PIXAR films enduring classics. While the characters were fine; they did not have the appeal or charisma that I have come to expect with the PIXAR brand.

There have been reports that after “SOUL” was moved from a theatrical release to streaming during the Pandemic that some at PIXAR were upset with the decision to make “Luca” a streaming option.  My take is that it was 100% the correct decision as while it is an entertaining film; it is not one that is likely to light up the Box Office and is better suited for a streaming debut.

The biggest issue with “Luca” is that coming from a studio with such a long line of classics; it fails to reach the levels previously set and while entertaining comes up lacking.

3 stars out of 5",
Luca,Manuel São Bento,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/luca-spoiler-free-review

""Luca follows the studio's formulas of success closely without taking any unique detours, but it still tells a compelling story with relatable characters that gets to the viewers' heartstrings. From the detailed animation that makes the Italian coast look realistically astonishing to Dan Romer's rich score that hits all the right notes, without forgetting the outstanding voice work, every Pixar's trademark technical attribute is present in an admittedly less complex, unsurprising narrative. Enrico Casarosa takes Jesse Andrews and Mike Jones' light screenplay through a generic structure, where the ""feeling/being different"" theme is efficiently developed but closed in an underwhelming manner. Nevertheless, predictability means nothing in a movie where fully-developed characters spend the summer creating genuine friendships with an impactful emotional weight that might induce a couple of tears in the last few powerful minutes. It's not my favorite Pixar flick, but it's definitely a good film that I wholeheartedly recommend watching.""

Rating: B",7.0
Luca,Kamurai,"Really good watch, could watch again, and can recommend.

This is full of fun and child-like wonder, with a surprising edge to it as there is an usual amount of violence directly related to the main characters.

This has a very wholesome feel to it as it has the romantic aspect of searching for new frontiers and adventures, but not necessarily for romantic relationships.

The story does a good job of pacing out the events of the movie allowing for each aspect to take the focus it needs.

While this is a movie about a triatholon, it's a better story about freedom and acceptance.",7.0
Luca,badelf,Meh. Nothing creative here. Cute film and all but certainly not Pixar's best.,5.0
Luca,CinemaSerf,"This is quite a fun tale that sees the eponymous young lad make friends with a sea creature ""Alberto"" who is disguised as a boy. Life on the Italian Riviera is pretty much all it's cracked up to be for these friends. They do the odd bit of fishing but for the most part it's pasta for breakfast, lunch and dinner interspersed with loads of gelato and fun on the moped. What ""Luca"" isn't quite prepared for, though, is discovering the true identity of his new friend - nor is he without his own secrets to keep, either! Unsurprisingly, that puts a bit of a strain on things - testing their friendship, loyalty and, ultimately, their priorities. Now of course there's no jeopardy here, but the characterisations are quirkily constructed and there's just a soupçon of teenage romance (with ""Giulia"") as these two boys become inseparable and build what we hope is a relationship robust enough to survive whatever society throws at them. There are some entertaining supporting roles - the one-armed fisherman uncle and his parents add a richness to the story that is, admittedly, a bit slow off the mark - but it is still one of this studio's more enjoyable family experiences with a message of perseverance and acceptability that is delivered, not laboured. Derivative? Well, yes - it does remind you of quite a few other maritime magical stories, but it's still got enough originality to make it worth a watch.",7.0
